198     G27908      247925 02266        100
198     G27909     1435535 00282        100
198     G27910     2560000 02058        100
198     G27910      550308 02790        100
198     G27910      257000 02479        100
198     G27911      457000 02631        100
198     G27911      257000 02479        100
198     G27912      525350 00276        100
198     G27912      157000 02479        100
198     G27913      340400 02066        100
198     G27913      263236 02777        100
198     G27914     1561561 01978         60
198     G27914     1561561 01999         15
198     G27914     1561561 02668         25
198     G27915       65556 02377         95
198     G27915       65556 02537          5
198     G27916      281000 02417        100
198     G27917      425308 02790        100
198     G27918      303311 00222        100
198     G27919     5511994 01364        100
198     G27920      101670 02479        100
198     G27921       99670 02479        100
198     G27922      421058 02807        100
198     G27922      330333 02377         95
198     G27922      330333 02537          5
198     G27923     2801105 02397        100
198     G27923     2725125 02169         50
198     G27923     2725125 00282         50
198     G27923     2542542 02765        100
198     G27923     1077925 02266        100
198     G27923      365000 01704        100
198     G27923      306000 02058        100
198     G27923      145707 00818         60
198     G27923      145707 02079         40
198     G27924     3000000 00056        100
198     G27924     1706000 02058        100
198     G27924     1358555 02169         50
198     G27924     1358555 00282         50
198     G27924      800128 02397        100
198     G27924      575707 00818         60
198     G27924      575707 02079         40
198     G27924      338925 02266        100
198     G27924      321976 01513        100
198     G27924      295000 01704        100
198     G27924      242242 02765        100
198     G27924      217600 00064        100
198     G27925      126222 02397        100
198     G27926      421600 00064        100
198     G27926      250000 02822        100
198     G27926      157800 02200        100
198     G27927      857000 02643        100
198     G27928      252246 02841        100
198     G27929      131845 02481        100
198     G27930      131845 02481        100
198     G27931      131845 02481        100
198     G27932      131845 02481        100
198     G27933      131845 02481        100
198     G27934      826925 02266        100
198     G27935      388000 02765        100
198     G27936     4110855 02169         50
198     G27936     4110855 00282         50
198     G27936      175308 02790        100
198     G27937     2577600 00064        100
198     G27937      311000 02169        100
198     G27938     5202110 00105        100
198     G27938     1085853 00282        100
198     G27939      401110 00105        100
198     G27940     1487037 00222        100
198     G27940      426308 02790        100
198     G27940      175226 01704        100
198     G27941      177308 02790        100
198     G27942     2222444 01978         60
198     G27942     2222444 02668         25
198     G27942     2222444 01999         15
198     G27942      358233 01704        100
198     G27943     1135555 00282        100
198     G27944     2315333 00282        100
198     G27944      251600 02790        100
198     G27945     6457007 00222        100
198     G27945     4121976 01513        100
198     G27945     3525707 00818         60
198     G27945     3525707 02079         40
198     G27945     3330000 02417        100
198     G27945     3188880 02579         75
198     G27945     3188880 02826         25
198     G27945      650308 02790        100
198     G27945      217019 00730        100
198     G27945      187668 02407        100
198     G27945      162315 02349        100
198     G27946      955385 00282        100
198     G27947     1658300 02407        100
198     G27947     1573329 00730        100
198     G27947     1088880 02579         75
198     G27947     1088880 02826         25
198     G27947     1035000 02417        100
198     G27947      485400 02066        100
198     G27947      376017 00222        100
198     G27947      350308 02790        100
198     G27947      195707 00818         60
198     G27947      195707 02079         40
198     G27948     1819845 02481        100
198     G27949      527000 02643        100
198     G27950      517676 00078        100
198     G27951     1766668 02769        100
198     G27952      216668 02769        100
198     G27953       52350 02738        100
198     G27954      307000 02631        100
198     G27955      627000 02631        100
198     G27956     1557000 02479        100
198     G27957      250000 02631        100
198     G27958      357000 02631        100
198     G27959      702291 02702        100
198     G27960       93490 02702        100
198     G27961      303000 02417        100
198     G27962      837950 01586        100
198     G27963     5060000 02058        100
198     G27963      700128 02397        100
198     G27963      277898 02407        100
198     G27963      153351 02561        100
198     G27964      757950 01586        100
198     G27965     1818000 02561        100
198     G27965      789786 02432        100
198     G27965      306000 02058        100
198     G27966      359900 02561        100
198     G27966      356000 02058        100
198     G27966      128787 02432        100
198     G27967      151308 02790        100
198     G27968      151308 02790        100
198     G27969     1136246 00236        100
198     G27970      345000 02427        100
198     G27970      116000 02038        100
198     G27971      228676 02407        100
198     G27972     7350777 00818        100
198     G27972     3177600 00064        100
198     G27972      933656 02407        100
198     G27972      778759 01978         60
198     G27972      778759 01999         15
198     G27972      778759 02668         25
198     G27973     1025950 02421        100
198     G27974      156198 02260        100
198     G27974      153700 00078         50
198     G27974      153700 02643         50
198     G27975      303198 02260        100
198     G27975      177290 00078         50
198     G27975      177290 02643         50
198     G27976      153700 00078         50
198     G27976      153700 02643         50
198     G27977      257000 02643        100
198     G27978      325000 01284        100
198     G27979      156689 02481        100
198     G27980      300000 01284        100
198     G27981      534096 00730        100
198     G27981      145000 01364        100
198     G27982     1643174 00730        100
198     G27983       46000 02058        100
198     G27984      406000 02058        100
198     G27984      189777 00818        100
198     G27985     3185185 01978         60
198     G27985     3185185 01999         15
198     G27985     3185185 02668         25
198     G27985      428880 02579         60
198     G27985      428880 00064         40
198     G27986      239994 00059        100
198     G27987      239994 00059        100
198     G27988     3343334 00730        100
198     G27988      495000 02417        100
198     G27989      306000 02169        100
198     G27990      306585 02277        100
198     G27991     3173266 01978         60
198     G27991     3173266 01999         15
198     G27991     3173266 02668         25
198     G27991     2358880 02579         60
198     G27991     2358880 00064         40
198     G27991     1250000 01284        100
198     G27991      650777 00818        100
198     G27991      532585 02277        100
198     G27991      226500 02790        100
198     G27992      106585 02277        100
198     G27993      610000 02058        100
198     G27994     1565500 02169         50
198     G27994     1565500 01834         50
198     G27995      369845 02481        100
198     G27996      250777 00818        100
198     G27997      411840 02397         25
198     G27997      411840 02266         25
198     G27997      411840 02237         50
198     G27998      475200 02397         25
198     G27998      475200 02266         25
198     G27998      475200 02237         50
198     G27999      450777 00818        100
198     G28000      269845 02481        100
198     G28001      269845 02481        100
198     G28002    15001707 02407        100
198     G28002    12126355 01978         25
198     G28002    12126355 02668         60
198     G28002    12126355 01999         15
198     G28002     6777337 00282        100
198     G28002     3813120 02237        100
198     G28002      711994 01364        100
198     G28002      261000 02058        100
198     G28002      251800 01819        100
198     G28003     1500777 00818        100
198     G28004      808121 01207        100
198     G28004      695243 00282        100
198     G28005      369603 00282        100
198     G28006      260000 02058        100
198     G28007     6035550 02421        100
198     G28007     1908371 02805        100
198     G28007      679611 02361        100
198     G28007      545500 02169         50
198     G28007      545500 01834         50
198     G28007      253303 00282        100
198     G28008     6035550 02421        100
198     G28008     4452866 02805        100
198     G28008     2565000 02169         50
198     G28008     2565000 01834         50
198     G28008      375555 00282        100
198     G28009     4769845 02481        100
198     G28010      321000 02169        100
198     G28010      247680 02237         50
198     G28010      247680 02397         50
198     G28011      226010 02805        100
198     G28012      310000 00056        100
198     G28013      533186 02117        100
198     G28014     1001121 01207        100
198     G28015      275010 02805        100
198     G28016      592994 00059        100
198     G28017     1318887 02079        100
198     G28017      792994 00059        100
198     G28018     1204121 01207        100
198     G28018      833186 02117        100
198     G28019     1101121 01207        100
198     G28019      833186 02117        100
198     G28020      530000 01834        100
198     G28021     6236775 02668         85
198     G28021     6236775 01999         15
198     G28021     6211121 01207        100
198     G28021     5111000 02169        100
198     G28021      714044 02361        100
198     G28021      537650 02219        100
198     G28021      533186 02117        100
198     G28022     4211121 01207        100
198     G28022     4135367 02668         85
198     G28022     4135367 01999         15
198     G28022      702071 02361        100
198     G28022      533186 02117        100
198     G28023      476285 02277        100
198     G28024      608585 02277        100
198     G28025     6060000 02058        100
198     G28025     1995994 01364        100
198     G28026      221845 02481        100
198     G28027      273630 02805        100
198     G28028      504677 02407        100
198     G28028      432750 02219         50
198     G28028      432750 00282         50
198     G28028      319845 02481        100
198     G28028      301121 01207        100
198     G28029     8404800 02219         50
198     G28029     8404800 00282         50
198     G28029     2019845 02481        100
198     G28029     1701121 01207        100
198     G28029     1502868 02407        100
198     G28029      510000 00056        100
198     G28029      289294 00059         45
198     G28029      289294 02237         30
198     G28029      289294 02169         25
198     G28030    20217600 02237         50
198     G28030    20217600 02397         50
198     G28030    17019845 02481        100
198     G28030     5135450 02219         50
198     G28030     5135450 00282         50
198     G28030     1758600 00724         50
198     G28030     1758600 02407         50
198     G28030     1080800 02647         50
198     G28030     1080800 02169         50
198     G28030      645888 00078        100
198     G28031      525503 00282        100
198     G28032     1708121 01207        100
198     G28032      428800 02647         75
198     G28032      428800 02478         25
198     G28032      221845 02481        100
198     G28033     1019845 02481        100
198     G28033      510000 00056        100
198     G28033      503688 02407        100
198     G28033      432750 02219         50
198     G28033      432750 00282         50
198     G28033      301121 01207        100
198     G28034      319845 02481        100
198     G28035      253303 00282        100
198     G28036     6000000 02058        100
198     G28037      275718 02079        100
198     G28038      443520 00276        100
198     G28039      239994 00059        100
198     G28040     1620994 00059        100
198     G28040      228880 02579        100
198     G28041     2420994 00059        100
198     G28042      239994 00059        100
198     G28043     3291800 01819        100
198     G28043     2542542 02765        100
198     G28043     1666777 01704        100
198     G28044      224640 00276        100
198     G28045      927360 00276        100
198     G28046      224640 00276        100
198     G28047     3500000 01284        100
198     G28047     1125125 00818         80
198     G28047     1125125 02246         20
198     G28047      445718 02079        100
198     G28048      750000 01284        100
198     G28048      257353 00818         80
198     G28048      257353 02246         20
198     G28049      221845 02481        100
198     G28050      295994 00059        100
198     G28051      611585 02277        100
198     G28052      293760 02237        100
198     G28053      221845 02481        100
198     G28054      465585 02277        100
198     G28054      351280 02805        100
198     G28055      828585 02277        100
198     G28055      221845 02481        100
198     G28056     3733333 00818         75
198     G28056     3733333 02246         25
198     G28056      777777 02668         75
198     G28056      777777 01999         25
198     G28056      447994 00059        100
198     G28056      230000 01284        100
198     G28057    12789994 00059        100
198     G28057      656640 00724         50
198     G28057      656640 02407         50
198     G28057      537650 02219        100
198     G28058      608585 02277        100
198     G28058      570830 02805        100
198     G28058      221845 02481        100
198     G28059      214000 01704        100
198     G28060     7125521 01704        100
198     G28060     3402341 02805        100
198     G28060     1643174 00730        100
198     G28060     1126080 02237         50
198     G28060     1126080 02397         50
198     G28060      226500 02790        100
198     G28061     2731332 01704        100
198     G28061     1638720 02237         50
198     G28061     1638720 02397         50
198     G28061     1134114 02805        100
198     G28061      305251 02361        100
198     G28062     1296981 00078        100
198     G28062      878200 02805        100
198     G28062      603788 02407        100
198     G28062      239994 00059        100
198     G28062      221845 02481        100
198     G28063    42789994 00059        100
198     G28063    11718887 02079        100
198     G28063    10189440 00724      66.66
198     G28063    10189440 02407      33.34
198     G28063    10045650 02421        100
198     G28063     1870848 01364         50
198     G28063     1870848 00981         50
198     G28063     1827331 01704        100
198     G28063      590400 02237         50
198     G28063      590400 02397         50
198     G28063      469845 02481        100
198     G28064     1395000 01704        100
198     G28064      400000 01284        100
198     G28064      311044 02361        100
198     G28064      253440 02237         50
198     G28064      253440 02397         50
198     G28065     4277658 00078        100
198     G28065     2217600 02237         50
198     G28065     2217600 02397         50
198     G28065     1100198 01935        100
198     G28065      658650 02805        100
198     G28065      239994 00059        100
198     G28066    20205000 02805        100
198     G28066    15306276 00078        100
198     G28066     4450451 00818         75
198     G28066     4450451 02246         25
198     G28066     1088850 02219         50
198     G28066     1088850 00282         50
198     G28066     1019520 02237         50
198     G28066     1019520 02397         50
198     G28066      782994 00059        100
198     G28066      501121 01207        100
198     G28066      472285 02277        100
198     G28066      221845 02481        100
198     G28067      505718 02079        100
198     G28068      542994 00059        100
198     G28069      339994 00059        100
198     G28070     8035233 02361        100
198     G28070     4603797 02407        100
198     G28070     2156507 02480        100
198     G28071      527500 02219         50
198     G28071      527500 02421         50
198     G28071      518555 02277         50
198     G28071      518555 02079         50
198     G28071      239994 00059        100
198     G28072      239994 00059        100
198     G28073      408800 02647         75
198     G28073      408800 02478         25
198     G28074      340000 00056        100
198     G28074      239994 00059        100
198     G28075     1886000 02169         50
198     G28075     1886000 01834         50
198     G28075     1608800 02647         75
198     G28075     1608800 02478         25
198     G28075      323450 02219         50
198     G28075      323450 00282         50
198     G28075      275328 00981        100
198     G28076     4140000 02169         50
198     G28076     4140000 01834         50
198     G28076     2680800 02647         75
198     G28076     2680800 02478         25
198     G28076     1032240 02219         50
198     G28076     1032240 00282         50
198     G28076      275328 00981        100
198     G28077     4600000 02058        100
198     G28077     2508800 02647         75
198     G28077     2508800 02478         25
198     G28077     1927729 01704        100
198     G28077     1525525 00818         80
198     G28077     1525525 02246         20
198     G28077      356890 02805        100
198     G28077      323450 02219         50
198     G28077      323450 00282         50
198     G28077      275328 00981        100
198     G28078    26601201 02407        100
198     G28078    10075000 02219         50
198     G28078    10075000 02702         50
198     G28078     4079000 02169         50
198     G28078     4079000 01834         50
198     G28078      452452 02237        100
198     G28079     1204696 02407        100
198     G28079      788500 02169         50
198     G28079      788500 01834         50
198     G28079      463680 02219         50
198     G28079      463680 02702         50
198     G28080      508800 02647         75
198     G28080      508800 02478         25
198     G28081     3755555 02219         50
198     G28081     3755555 02702         50
198     G28081      551000 02169         50
198     G28081      551000 01834         50
198     G28081      403651 02407        100
198     G28082     3705765 02219         50
198     G28082     3705765 02702         50
198     G28082      324500 02169         50
198     G28082      324500 01834         50
198     G28083      480800 02647         75
198     G28083      480800 02478         25
198     G28084    33989760 01364         50
198     G28084    33989760 00981         50
198     G28084    22718887 02277      33.34
198     G28084    22718887 02079      66.66
198     G28084     8457994 00059        100
198     G28084     3019845 02481        100
198     G28084     1111552 02397        100
198     G28084      530800 02647         75
198     G28084      530800 02478         25
198     G28085      328885 02277         50
198     G28085      328885 02079         50
198     G28086      519845 02481        100
198     G28086      275752 01704        100
198     G28087      467585 02277        100
198     G28088      252655 02481         56
198     G28088      252655 02277         44
198     G28089      252655 02481         56
198     G28089      252655 02277         44
198     G28090      858800 02647         75
198     G28090      858800 02478         25
198     G28091      252555 02481         50
198     G28091      252555 02277         50
198     G28092      252555 02481         50
198     G28092      252555 02277         50
198     G28093     2015555 02481         56
198     G28093     2015555 02277         44
198     G28094      351360 02237         50
198     G28094      351360 02397         50
198     G28095      227520 02237         50
198     G28095      227520 02397         50
198     G28096      421221 02481         56
198     G28096      421221 02277         44
198     G28097      522555 02481         56
198     G28097      522555 02277         44
198     G28098      227520 02237         50
198     G28098      227520 02397         50
198     G28099      625718 02079        100
198     G28100      288555 02481      71.68
198     G28100      288555 02277      28.32
198     G28101      288555 02481      71.68
198     G28101      288555 02277      28.32
198     G28102      229248 00981        100
198     G28103      438800 02647         75
198     G28103      438800 02478         25
198     G28103      410444 02805        100
198     G28104     1106000 02169        100
198     G28104      758186 02117        100
198     G28105      269845 02481        100
198     G28106      221845 02481        100
198     G28107      221845 02481        100
198     G28108      221845 02481        100
198     G28109      221845 02481        100
198     G28110      221845 02481        100
198     G28111      221845 02481        100
198     G28112      221845 02481        100
198     G28113      237777 02481         66
198     G28113      237777 02277         34
198     G28114      237777 02481         66
198     G28114      237777 02277         34
198     G28115      269845 02481        100
198     G28116      269845 02481        100
198     G28117      269845 02481        100
198     G28118      221845 02481        100
198     G28119      269845 02481        100
198     G28120      269845 02481        100
198     G28121      369845 02481        100
198     G28122      519845 02481        100
198     G28123      347728 01764        100
198     G28124      651555 01764        100
198     G28125      708850 02421        100
198     G28125      255503 00282        100
198     G28126     5011994 01364        100
198     G28126      605850 02421        100
198     G28126      255503 00282        100
198     G28127      505850 02421        100
198     G28128      269845 02481        100
198     G28129    21353333 00282       62.5
198     G28129    21353333 02169       37.5
198     G28129     1850717 00818         50
198     G28129     1850717 01764         50
198     G28130     5277500 00282       62.5
198     G28130     5277500 02169       37.5
198     G28130     4150717 00818         50
198     G28130     4150717 01764         50
198     G28131     4694400 02237         50
198     G28131     4694400 02397         50
198     G28131     2544768 00981        100
198     G28131     1108800 02647         75
198     G28131     1108800 02478         25
198     G28131      339503 00282        100
198     G28131      301121 01207        100
198     G28131      272160 00064        100
198     G28131      217205 02805        100
198     G28132     6002121 01207        100
198     G28132     5518800 02647         75
198     G28132     5518800 02478         25
198     G28132     4564800 02237         50
198     G28132     4564800 02397         50
198     G28132     3132288 00981        100
198     G28132     1224803 00282        100
198     G28132      485438 02805        100
198     G28132      272160 00064        100
198     G28133      452562 02481         66
198     G28133      452562 02277         34
198     G28134     4518800 02647         75
198     G28134     4518800 02478         25
198     G28134      725760 02237         50
198     G28134      725760 02397         50
198     G28134      635503 00282        100
198     G28134      626688 00981        100
198     G28134      552600 00064        100
198     G28134      310292 02805        100
198     G28134      301121 01207        100
198     G28135     6002121 01207        100
198     G28135     3324403 00282        100
198     G28135     3132288 00981        100
198     G28135     2518800 02647         75
198     G28135     2518800 02478         25
198     G28135      869760 02237         50
198     G28135      869760 02397         50
198     G28135      465438 02805        100
198     G28135      417600 00064        100
198     G28136      333555 02481         66
198     G28136      333555 02277         34
198     G28137      235555 02481         66
198     G28137      235555 02277         34
198     G28138      223488 00981        100
198     G28139      246528 00981        100
198     G28140      246528 00981        100
198     G28141      223488 00981        100
198     G28142      223488 00981        100
198     G28143      223488 00981        100
198     G28144      298368 00981        100
198     G28145      298368 00981        100
198     G28146      221845 02481        100
198     G28147      358560 00064        100
198     G28148      272160 00064        100
198     G28149      358560 00064        100
198     G28150      358560 00064        100
198     G28151      375718 02079        100
198     G28151      281476 00078        100
198     G28151      272160 00064        100
198     G28152      358560 00064        100
198     G28153      275000 02169        100
198     G28154      802780 01500        100
198     G28155      405718 02079        100
198     G28155      281476 00078        100
198     G28156      358560 00064        100
198     G28157     1177600 00064        100
198     G28157      297350 00276        100
198     G28158      275000 02169        100
198     G28158      272160 00064        100
198     G28159      806815 01500        100
198     G28160      804801 01500        100
198     G28161      803426 01500        100
198     G28162      802737 01500        100
198     G28162      258186 02117        100
198     G28163      802487 01500        100
198     G28164      302571 01500        100
198     G28165      272160 00064        100
198     G28166      565600 00064        100
198     G28167      275000 02169        100
198     G28168     1808186 02117        100
198     G28168      301781 01500        100
198     G28169      458186 02117        100
198     G28169      301542 01500        100
198     G28170     1808186 02117        100
198     G28171      458186 02117        100
198     G28172      458186 02117        100
198     G28173      358560 00064        100
198     G28173      315648 00981        100
198     G28174      643968 00981        100
198     G28174      358560 00064        100
198     G28174      221845 02481        100
198     G28175      358560 00064        100
198     G28175      221845 02481        100
198     G28176      272160 00064        100
198     G28177      358560 00064        100
198     G28178      358560 00064        100
198     G28179      272160 00064        100
198     G28180      506950 02421        100
198     G28181      506950 02421        100
198     G28181      272160 00064        100
198     G28182      645888 00078        100
198     G28182      358560 00064        100
198     G28182      339850 00276        100
198     G28183      358560 00064        100
198     G28184      645888 00078        100
198     G28184      322350 00276        100
198     G28184      272160 00064        100
198     G28185      358560 00064        100
198     G28185      297350 00276        100
198     G28185      281476 00078        100
198     G28186      272160 00064        100
198     G28187      272160 00064        100
198     G28188      272160 00064        100
198     G28189      223488 00981        100
198     G28190      223488 00981        100
